freq,siec,partner,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,G3200,TOTAL,MIO_M3,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	30.000 	14.000 	20.000 	31.000 	0.000 	19.000 	16.000 	10.000 	16.000 	11.000 	10.000 	38.000 	13.000 	11.000 	16.000 	11.000 	17.000 	20.000 	27.000 	20.000 	17.000 	27.000 	31.000 	35.000 	17.000 	24.000 	17.000 	39.000 	19.000 	32.000 	24.000 	33.000 	27.000 	33.000 	0.000 	12.000 	30.000 	25.000 	21.440 	17.000 	30.000 	22.000 	12.000 	37.000 	23.000 	22.000 	18.000 	35.500 	43.360 	27.360 	23.000 	218.160 	194.000 	203.160 	170.000 	128.520 	229.160 	213.440 	158.000 	212.000 	222.000 	224.000 	120.000 	210.160 	270.030 	312.000 	125.000 	280.000 	98.000 	184.000 	190.000 	109.000 	0.000 	91.140 
M,G3200,TOTAL,MIO_M3,FR	553.000 	533.000 	890.000 	847.000 	1265.000 	663.000 	607.000 	652.000 	545.000 	1085.000 	1498.000 	1247.000 	1381.000 	1423.000 	2335.000 	2572.000 	1832.000 	1739.000 	1046.000 	991.000 	823.000 p	1320.000 p	2567.000 p	2046.000 	1416.467 	1754.002 	2070.402 	2269.793 	2489.592 	749.019 	812.249 	952.648 	818.135 	1359.715 	1207.434 	903.036 	464.579 	865.849 	2267.108 	2355.919 	1771.467 	1086.307 	1085.127 	822.667 	956.859 	1157.812 	1347.281 	1567.339 	2898.879 	2276.019 	2885.801 	2875.942 	2866.160 	1589.009 	2596.332 	2793.785 	2344.091 	2547.624 	3027.127 	3219.030 	2761.445 	2275.660 	1180.599 	2210.572 	2688.599 	2268.126 	2220.774 	1683.073 	1764.238 	1941.565 	3193.938 	2922.724 	2366.896 	2057.311 	2384.491 	2684.465 	1898.765 	1422.931 	1192.950 	1373.992 	1545.554 	2218.581 	2122.391 	2143.742 	2539.211 	2643.870 
M,G3200,TOTAL,MIO_M3,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.000 	0.000 	178.000 	174.200 	91.400 	165.600 	173.300 	169.600 	91.500 	160.900 	176.100 	167.100 	171.100 	181.500 	156.700 	181.600 	222.700 	185.500 	212.900 	291.000 	144.800 	263.000 	225.500 	267.300 	169.200 	244.900 	175.800 	257.900 	145.000 	266.900 	180.500 	267.000 	243.900 	183.700 	187.800 	216.300 	224.600 	175.900 	267.800 	185.900 	171.400 	175.600 	255.300 	176.700 	217.800 	227.100 	178.500 	181.000 	266.900 	170.700 
M,G3200,TOTAL,MIO_M3,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,IT	544.000 	355.000 	806.000 	592.000 	768.000 	622.000 	622.000 	660.000 	618.000 	885.000 	1182.000 	974.000 	935.000 	956.000 	1434.000 	1217.000 	1037.000 	1334.000 	1263.000 	1224.000 	1133.000 	1160.000 	1055.000 	1117.000 	972.000 	1060.000 	1029.000 	977.000 	1048.000 	1351.000 	1346.000 	843.000 	1164.000 	956.000 	994.000 	723.000 	499.000 	768.000 	1016.000 	1372.000 	932.000 	1073.000 	864.000 	742.000 	771.000 	535.000 	622.000 	628.000 	1002.000 	919.000 	1074.000 	1214.000 	1238.000 	1408.000 	1451.000 	786.000 	1096.000 	1358.000 	1265.000 	1460.000 	1303.000 	1255.000 	1585.000 	1432.000 	1375.000 	1268.000 	1524.000 	1325.000 	1087.000 	1322.000 	1542.000 	1531.000 	1347.000 	1435.226 	1185.130 	1401.613 	1254.042 	901.003 	1148.000 	1190.106 	1010.370 	1122.479 	1203.777 	1521.293 	1497.974 	1342.127 
M,G3200,TOTAL,MIO_M3,LT	0.000 	0.000 	64.000 	90.000 	194.000 	90.000 	87.000 	0.000 	336.000 	1.000 	86.000 	86.000 	0.000 	0.000 	85.000 	96.000 	192.000 	189.000 	251.000 	104.000 	252.000 	194.000 	268.000 	210.000 	120.000 	192.200 	219.800 	89.800 	273.100 	182.800 	127.400 	113.100 	118.000 	185.100 	114.900 	199.400 	107.900 	123.200 	219.200 	104.500 	207.800 	101.800 	117.900 	107.300 	162.600 	110.400 	50.100 	112.500 	27.700 	131.700 	253.100 	192.300 	278.600 	430.100 	202.500 	447.000 	191.100 	278.000 	271.700 	340.900 	372.700 	127.100 	328.100 	247.500 	199.000 	222.100 	296.200 	329.500 	249.500 	263.300 	319.700 	52.500 	178.100 	215.400 	190.500 	182.000 	0.000 	177.700 	271.100 	172.300 	300.800 	196.500 	381.200 	109.600 	412.200 	72.400 
M,G3200,TOTAL,MIO_M3,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	60.661 	0.000 	60.655 	9.041 	62.238 	8.707 	62.164 	0.000 	60.658 	0.000 	55.298 	0.000 	67.707 	0.000 	56.583 	0.000 	62.124 	55.751 	0.000 	56.208 	0.000 	31.503 	34.306 	0.000 	65.844 	0.000 	65.637 	0.000 	65.853 	0.000 	65.847 	0.000 	65.409 	0.000 	63.681 	0.000 	61.969 	0.000 	0.000 	66.004 	0.000 	65.663 	65.792 	0.000 	63.219 	0.000 	61.795 	0.000 	62.375 	0.000 	63.030 	0.000 	53.669 	65.531 	0.000 	66.172 	0.000 	66.022 	0.000 	64.433 	0.000 	0.000 	65.142 	0.000 	62.874 	0.000 	61.576 	64.581 	0.000 	0.000 	61.984 	0.000 	57.331 
M,G3200,TOTAL,MIO_M3,NL	11.000 	484.000 	205.000 	459.000 	504.000 	308.000 	395.000 	449.000 	900.000 	593.000 	958.000 	754.000 	730.647 	850.603 	954.757 	1207.105 	1084.134 	1163.326 	819.623 	676.324 	479.952 	345.948 	1021.902 	1057.027 	1162.327 	1038.747 	1226.636 	1248.337 	1241.833 	356.887 	782.370 	553.628 	315.174 	569.336 	720.191 	366.554 	354.884 	454.269 	1291.524 	1370.382 	1338.887 	704.245 	451.320 	378.874 	757.313 	1029.522 	925.825 	1232.977 	1111.534 	1398.445 	1513.299 	1453.550 	1568.434 	1592.436 	1708.697 	1645.573 	2066.468 	2156.455 	1820.898 	1687.956 	1650.342 	1834.554 	2236.147 	2330.310 	2499.595 	2425.569 	2469.050 	2310.764 	1800.539 	2199.558 	2236.552 	2122.923 	1893.670 	1948.234 	1815.367 	2405.270 	2011.444 	1894.945 	1573.120 	1740.548 	1713.801 	1696.035 	1821.472 	1742.503 	1789.660 	1682.465 
M,G3200,TOTAL,MIO_M3,PL	132.000 	129.000 	255.000 	258.000 	218.000 	345.000 	262.000 	253.000 	128.000 	253.000 	215.000 	294.000 	306.000 	219.000 	214.000 	316.000 	388.000 	350.000 	233.000 	257.000 	225.000 	255.000 	355.000 	356.000 	389.231 	312.369 	297.933 	455.943 	427.151 	349.079 	205.554 	299.554 	261.807 	214.057 	388.500 	229.023 	227.604 	237.708 	355.515 	482.954 	433.835 	357.140 	413.663 	230.339 	263.389 	139.284 	454.180 	466.199 	228.688 	345.192 	525.531 	445.536 	636.281 	612.586 	642.861 	414.157 	440.440 	644.922 	549.884 	698.115 	550.582 	545.126 	433.080 	461.855 	551.071 	568.338 	688.116 	359.279 	704.995 	641.158 	525.520 	659.403 	329.538 	415.333 	459.278 	582.299 	535.988 	598.945 	621.257 	623.638 	509.635 	650.237 	646.744 	538.257 	822.028 	445.337 
M,G3200,TOTAL,MIO_M3,PT	273.000 	206.000 	307.000 	184.000 	271.000 	167.000 	292.000 	246.000 	406.000 	422.000 	355.000 	345.000 	447.000 	419.000 	340.000 	360.000 	536.000 	433.000 	555.000 	428.000 	444.000 	470.000 	412.000 	362.000 	510.093 	512.469 	448.930 	455.788 	361.546 	332.255 	410.029 	536.539 	538.121 	447.633 	340.476 	431.316 	445.851 	350.441 	453.546 	446.283 	418.236 	497.322 	332.720 	406.211 	357.758 	628.042 	469.730 	383.946 	584.190 	503.400 	484.757 	450.761 	613.622 	535.203 	406.798 	549.925 	343.358 	356.947 	402.910 	441.666 	261.970 	346.498 	325.604 	432.889 	434.603 	440.903 	402.036 	571.557 	267.364 	489.693 	241.000 	397.921 	321.611 	411.124 	189.355 	409.782 	312.561 	387.647 	410.415 	474.050 	379.899 	355.954 	337.878 	385.854 	387.720 	382.705 
M,G3200,TOTAL,MIO_M3,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,SE	4.000 	29.000 	26.000 	34.000 	29.000 	0.000 	21.000 	35.000 	26.000 	24.000 	42.000 	30.000 	25.000 	20.000 	41.000 	38.000 	39.000 	19.000 	47.000 	33.000 	25.000 	10.000 	27.000 	51.000 	51.000 	48.000 	41.000 	29.030 	26.100 	35.970 	4.200 	33.000 	23.000 	96.000 	73.000 	103.000 	76.000 	82.000 	51.000 	44.000 	16.600 	62.000 	27.000 	36.800 	37.797 	46.169 	40.460 	39.093 	29.885 	17.087 	1.080 	12.434 	6.520 	4.949 	11.619 	36.170 	11.183 	14.031 	5.417 	6.471 	33.052 	11.017 	23.888 	18.637 	16.320 	24.980 	20.080 	28.277 	27.419 	28.387 	30.132 	36.913 	37.486 	38.625 	21.660 	24.593 	28.949 	8.921 	21.619 	27.075 	17.669 	13.887 	34.230 	11.903 	23.374 	21.256 
M,G3200,TOTAL,MIO_M3,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
