freq,siec,partner,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,G3000,TOTAL,MIO_M3,LT	515.000 	488.000 	573.000 	342.000 	407.000 	312.000 	256.000 	255.000 	597.000 	356.000 	468.000 	532.000 	487.000 	450.000 	554.000 	315.000 	371.000 	345.000 	415.000 	332.000 	425.000 	444.000 	530.000 	494.000 	457.000 	469.200 	463.900 	336.100 	459.300 	426.200 	485.600 	467.000 	369.000 	442.600 	438.600 	558.400 	586.200 	486.400 	529.800 	399.200 	428.400 	342.300 	261.800 	252.400 	363.200 	404.700 	390.300 	557.400 	445.500 	466.100 	741.700 	438.200 	404.500 	554.400 	314.100 	592.500 	328.000 	399.500 	484.900 	592.000 	610.000 	369.000 	597.000 	416.400 	355.900 	355.900 	452.000 	471.500 	407.300 	531.900 	597.300 	363.400 	587.500 	460.900 	441.100 	383.700 	250.100 	305.200 	451.200 	286.400 	524.100 	415.500 	641.900 	407.400 	656.300 	262.700 
M,G3000,TOTAL,MIO_M3,LU	93.000 	101.000 	95.000 	57.000 	47.000 	40.000 	38.000 	34.000 	44.000 	61.000 	82.000 	89.000 	107.000 	85.000 	82.000 	63.000 	56.000 	41.000 	39.000 	34.000 	44.000 	61.000 	83.000 	84.000 	94.522 	82.373 	74.672 	47.310 	44.469 	36.328 	34.217 	29.431 	39.069 	62.317 	75.317 	83.008 	100.971 	82.780 	81.412 	67.964 	57.152 	35.672 	35.956 	32.690 	38.979 	60.521 	80.391 	82.262 	94.193 	75.151 	69.030 	54.387 	33.724 	26.458 	24.262 	20.543 	30.989 	38.365 	52.530 	69.304 	71.647 	65.148 	63.454 	49.774 	33.153 	23.757 	24.664 	21.776 	25.762 	40.301 	63.022 	68.991 	83.438 	62.631 	57.718 	50.173 	36.670 	31.366 	27.623 	19.231 	31.701 	44.244 	64.159 	73.912 	82.740 	72.203 
M,G3000,TOTAL,MIO_M3,LV	20.000 	1.000 	8.000 	10.000 	34.000 	63.000 	309.000 	411.000 	494.000 	193.000 	57.000 	41.000 	23.000 	49.000 	0.000 	5.000 	265.000 	355.000 	424.000 	402.000 	382.000 	195.000 	65.000 	25.000 	2.843 	0.100 	109.284 	163.023 	277.303 	358.721 	412.767 	343.571 	383.915 	171.618 	79.296 	99.351 	17.594 	5.320 	33.919 	136.711 	393.821 	357.396 	375.904 	315.250 	160.049 	117.778 	18.189 	81.152 	21.820 	59.349 	303.282 	123.377 	193.396 	196.443 	263.886 	147.629 	172.630 	196.270 	190.685 	47.163 	171.505 	89.769 	141.474 	129.821 	229.294 	273.513 	212.337 	277.425 	259.269 	170.526 	33.164 	0.000 	0.000 	15.627 	30.608 	82.444 	155.688 	237.200 	212.181 	156.257 	203.404 	146.854 	53.381 	0.407 	59.750 	0.622 
M,G3000,TOTAL,MIO_M3,MT	62.000 	0.000 	61.000 	0.000 	0.000 	58.000 	6.000 	61.000 	19.000 	54.000 	0.000 	59.000 	0.000 	60.661 	0.000 	60.655 	9.041 	62.238 	8.707 	62.164 	0.000 	60.658 	0.000 	55.298 	0.000 	67.707 	0.000 	56.583 	0.000 	62.124 	55.751 	0.000 	56.208 	0.000 	31.503 	34.306 	0.000 	65.844 	0.000 	65.637 	0.000 	65.853 	0.000 	65.847 	0.000 	65.409 	0.000 	63.681 	0.000 	61.969 	0.000 	0.000 	66.004 	0.000 	65.663 	65.792 	0.000 	63.219 	0.000 	61.795 	0.000 	62.375 	0.000 	63.030 	0.000 	53.669 	65.531 	0.000 	66.172 	0.000 	66.022 	0.000 	64.433 	0.000 	0.000 	65.142 	0.000 	62.874 	0.000 	61.576 	64.581 	0.000 	0.000 	61.984 	0.000 	57.331 
M,G3000,TOTAL,MIO_M3,NL	4872.000 	5367.000 	4896.000 	4978.000 	5128.000 	4757.000 	4744.000 	5350.000 	5433.000 	4926.000 	4942.000 	5313.000 	5616.054 	4838.985 	5433.836 	4914.979 	5096.188 	4981.603 	4439.952 	4297.671 	4193.049 	4936.730 	5148.304 	5490.619 	4906.156 	4869.115 	4908.047 	5320.462 	5468.277 	5037.391 	4985.169 	4311.379 	5283.509 	4788.225 	5075.917 	4814.256 	5747.267 	4369.362 	5472.635 	4755.639 	4618.068 	4402.407 	4356.621 	4584.899 	5116.506 	5165.845 	4649.616 	4257.435 	4588.806 	4171.669 	5096.137 	4899.267 	5933.637 	5659.619 	5664.689 	5259.681 	5768.959 	5435.832 	4697.287 	5000.435 	4929.769 	4648.780 	4665.232 	5773.614 	5843.686 	5187.900 	5346.590 	5212.516 	3833.084 	4571.316 	4540.868 	4079.051 	3945.500 	3684.766 	4176.541 	4888.455 	4821.473 	4677.612 	5000.714 	4896.783 	3842.193 	3647.846 	3200.138 	3350.673 	3995.592 	4072.520 
M,G3000,TOTAL,MIO_M3,PL	4005.000 	3638.000 	4239.000 	3781.000 	3901.000 	3729.000 	3259.000 	3851.000 	3759.000 	3676.000 	3536.000 	3796.000 	3954.000 	3528.000 	3868.000 	3502.000 	4129.000 	3564.000 	3588.000 	2927.000 	3663.000 	3941.000 	4024.000 	4102.000 	3281.051 	2989.947 	3135.531 	3263.361 	2954.730 	3617.688 	2923.680 	3822.102 	3482.183 	3732.315 	3919.208 	3916.604 	4140.226 	3552.372 	4042.462 	3981.596 	4081.709 	3814.920 	3713.561 	2665.694 	3281.539 	1769.712 	2153.581 	2162.347 	1176.540 	1420.744 	2050.161 	1775.560 	1474.349 	939.194 	961.034 	856.563 	721.545 	1071.607 	1294.104 	1452.776 	1214.274 	1191.406 	1111.001 	1110.024 	1085.157 	1330.147 	1577.854 	1348.550 	1419.654 	1719.084 	2019.712 	2176.636 	1642.213 	1505.853 	1522.343 	1639.354 	1692.041 	1834.128 	1887.868 	1759.150 	1381.702 	1890.521 	2207.722 	2091.400 	2037.131 	1763.390 
M,G3000,TOTAL,MIO_M3,PT	566.000 	352.000 	481.000 	325.000 	503.000 	534.000 	599.000 	446.000 	547.000 	568.000 	531.000 	456.000 	560.000 	445.000 	360.000 	472.000 	588.000 	465.000 	656.000 	630.000 	526.000 	512.000 	547.000 	443.000 	560.517 	617.669 	463.600 	461.317 	371.806 	379.260 	502.361 	588.780 	597.874 	594.574 	433.271 	489.901 	562.322 	361.639 	465.927 	473.588 	534.161 	544.325 	391.046 	528.875 	407.364 	671.880 	505.292 	428.427 	597.812 	514.942 	490.127 	466.380 	618.302 	551.903 	418.151 	598.536 	418.266 	521.105 	455.905 	528.069 	312.462 	466.325 	405.774 	456.619 	455.600 	463.526 	443.415 	613.740 	304.912 	535.978 	301.883 	430.308 	372.340 	448.327 	246.974 	438.777 	339.370 	411.904 	432.726 	490.594 	401.907 	383.660 	360.290 	414.498 	425.268 	412.365 
M,G3000,TOTAL,MIO_M3,RO	256.000 	219.000 	302.000 	3.000 	2.000 	1.000 	23.000 	58.000 	122.000 	71.000 	170.000 	290.000 	396.000 	275.000 	174.000 	123.000 	114.000 	141.000 	177.000 	199.000 	207.000 	276.000 	265.000 	325.000 	316.000 	271.000 	202.000 	154.000 	149.000 	191.000 	143.000 	137.000 	86.000 	81.000 	176.000 	232.000 	254.000 	285.000 	331.000 	207.000 	287.000 	259.000 	358.000 	405.000 	212.000 	285.000 	277.000 	400.000 	374.000 	252.000 	268.000 	111.000 	160.000 	170.000 	288.000 	263.000 	191.000 	202.000 	162.000 	376.000 	55.000 	163.000 	81.000 	244.000 	191.000 	128.000 	319.000 	380.000 	326.000 	331.000 	250.000 	151.000 	134.000 	124.000 	144.000 	211.000 	207.000 	213.000 	221.000 	214.000 	217.000 	232.000 	165.000 	173.000 	196.000 	377.000 
M,G3000,TOTAL,MIO_M3,SE	105.000 	141.000 	117.000 	89.000 	74.000 	41.000 	59.000 	77.000 	60.000 	84.000 	118.000 	123.000 	130.000 	104.000 	126.000 	101.000 	124.000 	62.000 	90.000 	77.000 	69.000 	72.000 	101.000 	119.000 	119.000 	119.000 	107.000 	77.030 	79.000 	84.970 	57.200 	88.000 	83.000 	166.000 	149.000 	182.000 	187.000 	161.000 	123.000 	105.000 	69.600 	109.000 	70.000 	86.655 	80.536 	101.894 	107.272 	144.778 	103.383 	78.382 	57.967 	57.668 	51.693 	47.418 	52.892 	53.119 	44.952 	52.828 	49.407 	74.684 	88.309 	67.516 	83.435 	56.845 	51.962 	56.090 	48.678 	59.185 	68.163 	72.208 	90.888 	106.465 	128.065 	75.403 	76.190 	77.727 	67.809 	43.815 	58.477 	65.107 	56.766 	60.437 	87.791 	62.692 	84.781 	74.303 
M,G3000,TOTAL,MIO_M3,SI	134.000 	152.000 	149.000 	86.000 	77.000 	72.000 	75.000 	74.000 	84.000 	94.000 	109.000 	134.000 	151.000 	128.000 	117.000 	120.000 	98.000 	80.000 	76.000 	134.000 	121.000 	144.000 	154.000 	164.000 	189.600 	158.300 	158.100 	106.600 	96.600 	100.100 	116.800 	203.000 	104.300 	95.500 	115.400 	120.800 	132.100 	109.600 	112.200 	103.600 	76.700 	62.800 	61.900 	65.600 	69.900 	85.800 	104.700 	131.800 	130.300 	103.600 	142.300 	115.600 	67.500 	64.200 	91.100 	137.600 	74.800 	104.100 	120.600 	95.900 	104.000 	98.400 	107.200 	93.100 	93.100 	66.200 	68.200 	52.300 	60.000 	61.000 	88.600 	98.600 	110.700 	84.900 	83.200 	74.300 	61.900 	53.000 	57.500 	53.200 	58.900 	59.700 	90.100 	104.500 	109.611 	97.987 
M,G3000,TOTAL,MIO_M3,SK	2823.000 	3252.000 	4436.000 	5188.000 	5211.000 	4644.000 	5589.000 	5001.000 	4715.000 	4340.000 	4418.000 	4423.000 	4657.000 	3987.000 	5209.000 	5635.000 	6393.000 	5612.000 	6178.000 	4876.000 	4698.000 	5018.000 	5480.000 	5225.000 	2791.770 	3649.433 	5008.210 	4440.871 	4559.043 	4958.586 	4803.839 	4956.235 	3754.635 	4251.372 	3728.541 	4008.743 	3340.606 	1857.361 	3262.657 	3657.853 	3894.911 	3746.259 	3526.411 	3783.888 	3518.190 	3532.156 	3220.870 	3277.868 	2065.607 	2247.089 	3816.937 	2426.633 	2979.260 	2376.131 	1940.099 	1801.867 	1411.203 	1646.972 	1476.450 	1397.307 	1130.111 	1048.477 	1185.701 	1131.203 	1368.702 	1351.697 	1302.207 	1420.243 	1135.215 	1205.115 	1225.805 	1466.234 	1482.994 	1355.489 	1424.539 	1410.296 	1480.371 	1538.705 	1546.822 	1529.414 	1364.907 	1532.868 	1546.491 	1491.704 	275.112 	312.584 
M,G3200,TOTAL,MIO_M3,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,BE	96.000 	85.300 	85.900 	182.100 	425.900 	246.800 	260.100 	481.400 	123.700 	626.100 	265.700 	107.400 	438.200 	308.700 	971.700 	840.400 	843.700 	522.600 	692.300 	809.900 	436.300 	657.400 	950.200 	1211.100 	986.800 	1453.500 	2076.500 	999.000 	1256.200 	749.700 	360.100 	288.000 	451.600 	102.600 	888.300 	511.100 	611.400 	537.200 	1045.700 	1087.500 	1198.500 	571.100 	452.800 	307.400 	269.200 	817.400 	872.300 	808.400 	1345.300 	795.600 	1424.500 	1614.800 	1377.700 	1924.000 	1105.800 	1095.200 	816.500 	1331.900 	1532.100 	1569.300 	1649.900 	1263.100 	1758.500 	1643.600 	1553.600 	998.500 	890.000 	737.800 	595.400 	1193.500 	1495.200 	1503.500 	1410.900 	1454.400 	1761.400 	1216.900 	994.400 	976.500 	792.900 	376.400 	256.500 	738.900 	578.200 	828.100 	742.200 	1572.800 
M,G3200,TOTAL,MIO_M3,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	197.655 	197.655 	80.915 	64.091 	58.029 	0.000 	3.423 	46.462 	46.799 	0.000 	92.867 	62.005 	0.000 	0.000 	0.000 	80.884 	0.000 	136.962 	0.000 	119.591 	50.204 	0.000 	0.000 	0.000 	90.439 	0.000 	20.098 	18.024 	39.253 	58.562 	65.417 	113.598 	98.853 
M,G3200,TOTAL,MIO_M3,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	351.780 	437.749 	462.895 	642.405 	657.582 	634.903 	498.969 	570.929 	511.854 	602.540 	553.712 	625.943 	628.704 	584.130 	589.403 	584.096 	671.156 	730.812 	406.987 	329.047 	443.697 	387.899 	439.696 	623.528 	340.682 	272.371 
M,G3200,TOTAL,MIO_M3,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3200,TOTAL,MIO_M3,EL	115.000 	117.000 	43.000 	0.000 	0.000 	44.000 	109.000 	106.000 	87.000 	43.000 	130.000 	232.000 	293.000 	210.000 	122.000 	0.000 	195.000 	252.000 	260.000 	323.000 	241.000 	316.000 	380.000 	207.000 	378.739 	396.679 	209.591 	239.560 	235.051 	271.846 	276.457 	211.827 	128.607 	191.276 	132.488 	359.527 	170.135 	101.720 	216.702 	94.265 	169.169 	222.883 	266.783 	225.618 	182.426 	169.441 	144.396 	267.702 	341.162 	199.851 	271.816 	71.957 	285.148 	340.490 	377.021 	375.292 	273.206 	224.197 	358.330 	437.994 	276.650 	317.719 	271.918 	239.937 	255.400 	217.078 	301.971 	216.988 	97.877 	147.932 	43.110 	220.817 	281.499 	180.411 	178.502 	0.000 	88.452 	99.030 	145.100 	75.058 	88.363 	219.116 	301.132 	335.514 	403.411 	288.786 
M,G3200,TOTAL,MIO_M3,ES	1408.000 	962.000 	944.000 	1224.000 	1068.000 	1234.000 	1197.000 	1251.000 	1092.000 	1566.000 	1214.000 	1695.000 	1219.000 	1104.000 	1450.000 	1459.000 	1880.000 	1843.000 	2452.000 	2322.000 	2624.000 	1724.000 	1602.000 	1727.000 	1890.000 	1720.000 	2155.000 	1393.000 	1760.000 	1698.000 	2013.000 	2016.000 	1790.000 	1179.000 	1325.000 	1430.000 	1406.464 	1386.489 	1363.300 	1658.070 	1413.468 	1611.690 	1103.570 	1917.706 	1489.959 	2307.168 	2138.783 	2354.439 	2316.165 	2353.555 	2374.044 	2724.635 	2528.861 	2456.133 	2354.062 	2143.514 	2178.918 	2106.159 	2363.650 	2476.869 	1990.387 	1910.458 	2665.972 	2666.122 	2203.663 	1902.397 	1825.189 	2079.077 	1804.796 	2036.753 	2128.405 	1434.298 	1879.562 	1836.169 	1696.097 	1434.360 	1628.976 	1505.251 	1405.934 	1299.505 	1357.143 	1273.737 	1618.187 	1293.280 	2131.570 	1448.748 
M,G3200,TOTAL,MIO_M3,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	30.000 	14.000 	20.000 	31.000 	0.000 	19.000 	16.000 	10.000 	16.000 	11.000 	10.000 	38.000 	13.000 	11.000 	16.000 	11.000 	17.000 	20.000 	27.000 	20.000 	17.000 	27.000 	31.000 	35.000 	17.000 	24.000 	17.000 	39.000 	19.000 	32.000 	24.000 	33.000 	27.000 	33.000 	0.000 	12.000 	30.000 	25.000 	21.440 	17.000 	30.000 	22.000 	12.000 	37.000 	23.000 	22.000 	18.000 	35.500 	43.360 	27.360 	23.000 	218.160 	194.000 	203.160 	170.000 	128.520 	229.160 	213.440 	158.000 	212.000 	222.000 	224.000 	120.000 	210.160 	270.030 	312.000 	125.000 	280.000 	98.000 	184.000 	190.000 	109.000 	0.000 	91.140 
M,G3200,TOTAL,MIO_M3,FR	553.000 	533.000 	890.000 	847.000 	1265.000 	663.000 	607.000 	652.000 	545.000 	1085.000 	1498.000 	1247.000 	1381.000 	1423.000 	2335.000 	2572.000 	1832.000 	1739.000 	1046.000 	991.000 	823.000 p	1320.000 p	2567.000 p	2046.000 	1416.467 	1754.002 	2070.402 	2269.793 	2489.592 	749.019 	812.249 	952.648 	818.135 	1359.715 	1207.434 	903.036 	464.579 	865.849 	2267.108 	2355.919 	1771.467 	1086.307 	1085.127 	822.667 	956.859 	1157.812 	1347.281 	1567.339 	2898.879 	2276.019 	2885.801 	2875.942 	2866.160 	1589.009 	2596.332 	2793.785 	2344.091 	2547.624 	3027.127 	3219.030 	2761.445 	2275.660 	1180.599 	2210.572 	2688.599 	2268.126 	2220.774 	1683.073 	1764.238 	1941.565 	3193.938 	2922.724 	2366.896 	2057.311 	2384.491 	2684.465 	1898.765 	1422.931 	1192.950 	1373.992 	1545.554 	2218.581 	2122.391 	2143.742 	2539.211 	2643.870 
M,G3200,TOTAL,MIO_M3,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.000 	0.000 	178.000 	174.200 	91.400 	165.600 	173.300 	169.600 	91.500 	160.900 	176.100 	167.100 	171.100 	181.500 	156.700 	181.600 	222.700 	185.500 	212.900 	291.000 	144.800 	263.000 	225.500 	267.300 	169.200 	244.900 	175.800 	257.900 	145.000 	266.900 	180.500 	267.000 	243.900 	183.700 	187.800 	216.300 	224.600 	175.900 	267.800 	185.900 	171.400 	175.600 	255.300 	176.700 	217.800 	227.100 	178.500 	181.000 	266.900 	170.700 
M,G3200,TOTAL,MIO_M3,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
